Row ID,Order ID,Customer ID,Product ID,Product Name,Customer Name,Country,State,City,Postal Code,Order Date,Ship Date,Ship Mode,Segment,Category,Sub-Category,Sales,Quantity,Profit,Discount,Region,ï»¿Row ID
,CA-2015-165764,SH-20395,FUR-FU-10001468,Tenex Antistatic Computer Chair Mats,Shahid Hopkins,United States,North Carolina,Jacksonville,28540,03-11-2015,07-11-2015,Standard Class,Consumer,Furniture,Furnishings,410.352,3,-51.294,0.2,South,6433
,CA-2015-169684,FH-14365,FUR-TA-10003008,"Lesro Round Back Collection Coffee Table, End Table",Fred Hopkins,United States,Tennessee,Knoxville,37918,20-10-2015,23-10-2015,First Class,Corporate,Furniture,Tables,328.59,3,-147.8655,0.4,South,6537
,CA-2015-169684,FH-14365,OFF-ST-10000934,"Contico 72""H Heavy-Duty Storage System",Fred Hopkins,United States,Tennessee,Knoxville,37918,20-10-2015,23-10-2015,First Class,Corporate,Office Supplies,Storage,98.352,3,-24.588,0.2,South,6538
,CA-2015-164749,BG-11740,OFF-LA-10004484,Avery 476,Bruce Geld,United States,Florida,Delray Beach,33445,23-03-2015,26-03-2015,First Class,Consumer,Office Supplies,Labels,9.912,3,3.2214,0.2,South,6591
,CA-2015-169257,SV-20785,OFF-BI-10002557,Presstex Flexible Ring Binders,Stewart Visinsky,United States,Florida,Jacksonville,32216,06-06-2015,12-06-2015,Standard Class,Consumer,Office Supplies,Binders,1.365,1,-0.91,0.7,South,6598
,CA-2015-169257,SV-20785,OFF-PA-10002319,Xerox 1944,Stewart Visinsky,United States,Florida,Jacksonville,32216,06-06-2015,12-06-2015,Standard Class,Consumer,Office Supplies,Paper,62.016,2,22.4808,0.2,South,6599
,CA-2015-125682,RB-19645,OFF-PA-10001752,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Robert Barroso,United States,Georgia,Atlanta,30318,22-11-2015,25-11-2015,First Class,Corporate,Office Supplies,Paper,9.96,2,4.8804,0,South,6806
,CA-2015-114790,FM-14215,OFF-AP-10002578,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Filia McAdams,United States,Kentucky,Richmond,40475,11-03-2015,13-03-2015,Second Class,Corporate,Office Supplies,Appliances,146.76,3,38.1576,0,South,7015
,CA-2015-114790,FM-14215,TEC-AC-10000710,Maxell DVD-RAM Discs,Filia McAdams,United States,Kentucky,Richmond,40475,11-03-2015,13-03-2015,Second Class,Corporate,Technology,Accessories,32.96,2,14.1728,0,South,7016
,CA-2015-114790,FM-14215,TEC-PH-10000984,Panasonic KX-TG9471B,Filia McAdams,United States,Kentucky,Richmond,40475,11-03-2015,13-03-2015,Second Class,Corporate,Technology,Phones,587.97,3,164.6316,0,South,7017
,CA-2015-114790,FM-14215,OFF-PA-10000213,Xerox 198,Filia McAdams,United States,Kentucky,Richmond,40475,11-03-2015,13-03-2015,Second Class,Corporate,Office Supplies,Paper,14.94,3,7.0218,0,South,7018
,CA-2015-124618,CS-11860,TEC-CO-10004202,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Cari Schnelling,United States,Florida,Lakeland,33801,02-05-2015,04-05-2015,Second Class,Consumer,Technology,Copiers,479.984,2,89.997,0.2,South,7037
,US-2015-147774,MM-18280,OFF-BI-10003091,GBC DocuBind TL200 Manual Binding Machine,Muhammed MacIntyre,United States,Tennessee,Smyrna,37167,20-01-2015,26-01-2015,Standard Class,Corporate,Office Supplies,Binders,67.194,1,-51.5154,0.7,South,7121
,CA-2015-122217,HP-14815,FUR-FU-10002045,"Executive Impressions 14""",Harold Pawlan,United States,Virginia,Virginia Beach,23464,24-11-2015,29-11-2015,Standard Class,Home Office,Furniture,Furnishings,111.15,5,48.906,0,South,7143
,CA-2015-137911,BP-11095,OFF-PA-10004071,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Bart Pistole,United States,North Carolina,Jacksonville,28540,09-10-2015,15-10-2015,Standard Class,Corporate,Office Supplies,Paper,88.768,2,31.0688,0.2,South,7153
,CA-2015-138709,MS-17770,OFF-PA-10004734,Southworth Structures Collection,Maxwell Schwartz,United States,Virginia,Richmond,23223,04-07-2015,09-07-2015,Standard Class,Consumer,Office Supplies,Paper,21.84,3,10.92,0,South,7162
,CA-2015-138709,MS-17770,OFF-BI-10000145,Zipper Ring Binder Pockets,Maxwell Schwartz,United States,Virginia,Richmond,23223,04-07-2015,09-07-2015,Standard Class,Consumer,Office Supplies,Binders,15.6,5,7.644,0,South,7163
,CA-2015-106054,JO-15145,OFF-AR-10002399,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Jack O'Briant,United States,Georgia,Athens,30605,06-01-2015,07-01-2015,First Class,Corporate,Office Supplies,Art,12.78,3,5.2398,0,South,7181
,CA-2015-120670,JK-16120,TEC-AC-10004171,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,Julie Kriz,United States,Florida,Fort Lauderdale,33311,02-11-2015,06-11-2015,Standard Class,Home Office,Technology,Accessories,799.92,10,239.976,0.2,South,7277
,CA-2015-116190,SG-20470,FUR-CH-10000553,"Metal Folding Chairs, Beige, 4/Carton",Sheri Gordon,United States,Georgia,Atlanta,30318,26-07-2015,01-08-2015,Standard Class,Consumer,Furniture,Chairs,67.88,2,18.3276,0,South,7341
,CA-2015-116190,SG-20470,OFF-LA-10002762,Avery 485,Sheri Gordon,United States,Georgia,Atlanta,30318,26-07-2015,01-08-2015,Standard Class,Consumer,Office Supplies,Labels,162.89,13,76.5583,0,South,7342
,CA-2015-116190,SG-20470,FUR-FU-10000719,"DAX Cubicle Frames, 8-1/2 x 11",Sheri Gordon,United States,Georgia,Atlanta,30318,26-07-2015,01-08-2015,Standard Class,Consumer,Furniture,Furnishings,25.71,3,9.2556,0,South,7343
,US-2015-164763,MH-17440,OFF-BI-10000605,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Mark Haberlin,United States,Mississippi,Jackson,39212,17-03-2015,21-03-2015,Standard Class,Corporate,Office Supplies,Binders,11.43,3,5.3721,0,South,7428
,US-2015-164763,MH-17440,OFF-BI-10000309,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Mark Haberlin,United States,Mississippi,Jackson,39212,17-03-2015,21-03-2015,Standard Class,Corporate,Office Supplies,Binders,30.44,2,14.9156,0,South,7429
,US-2015-164763,MH-17440,OFF-PA-10003349,Xerox 1957,Mark Haberlin,United States,Mississippi,Jackson,39212,17-03-2015,21-03-2015,Standard Class,Corporate,Office Supplies,Paper,12.96,2,6.3504,0,South,7430
,US-2015-164763,MH-17440,OFF-PA-10003063,EcoTones Memo Sheets,Mark Haberlin,United States,Mississippi,Jackson,39212,17-03-2015,21-03-2015,Standard Class,Corporate,Office Supplies,Paper,16,4,7.68,0,South,7431
,US-2015-164763,MH-17440,OFF-AP-10003971,Belkin 6 Outlet Metallic Surge Strip,Mark Haberlin,United States,Mississippi,Jackson,39212,17-03-2015,21-03-2015,Standard Class,Corporate,Office Supplies,Appliances,32.67,3,8.4942,0,South,7432
,CA-2015-167199,ME-17320,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,Maria Etezadi,United States,Kentucky,Henderson,42420,06-01-2015,10-01-2015,Standard Class,Home Office,Furniture,Chairs,2573.82,9,746.4078,0,South,7475
,CA-2015-167199,ME-17320,OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,Maria Etezadi,United States,Kentucky,Henderson,42420,06-01-2015,10-01-2015,Standard Class,Home Office,Office Supplies,Binders,609.98,2,274.491,0,South,7476
,CA-2015-167199,ME-17320,OFF-AR-10001662,Rogers Handheld Barrel Pencil Sharpener,Maria Etezadi,United States,Kentucky,Henderson,42420,06-01-2015,10-01-2015,Standard Class,Home Office,Office Supplies,Art,5.48,2,1.4796,0,South,7477
,CA-2015-167199,ME-17320,TEC-PH-10004977,GE 30524EE4,Maria Etezadi,United States,Kentucky,Henderson,42420,06-01-2015,10-01-2015,Standard Class,Home Office,Technology,Phones,391.98,2,113.6742,0,South,7478
,CA-2015-167199,ME-17320,TEC-PH-10004539,Wireless Extenders zBoost YX545 SOHO Signal Booster,Maria Etezadi,United States,Kentucky,Henderson,42420,06-01-2015,10-01-2015,Standard Class,Home Office,Technology,Phones,755.96,4,204.1092,0,South,7479
,CA-2015-167199,ME-17320,OFF-FA-10001883,"Alliance Super-Size Bands, Assorted Sizes",Maria Etezadi,United States,Kentucky,Henderson,42420,06-01-2015,10-01-2015,Standard Class,Home Office,Office Supplies,Fasteners,31.12,4,0.3112,0,South,7480
,CA-2015-167199,ME-17320,OFF-PA-10000955,Southworth 25% Cotton Granite Paper & Envelopes,Maria Etezadi,United States,Kentucky,Henderson,42420,06-01-2015,10-01-2015,Standard Class,Home Office,Office Supplies,Paper,6.54,1,3.0084,0,South,7481
,CA-2015-100916,FH-14275,OFF-ST-10003479,"Eldon Base for stackable storage shelf, platinum",Frank Hawley,United States,Virginia,Newport News,23602,21-10-2015,26-10-2015,Standard Class,Corporate,Office Supplies,Storage,194.7,5,9.735,0,South,7572
,CA-2015-100916,FH-14275,FUR-TA-10004607,Hon 2111 Invitation Series Straight Table,Frank Hawley,United States,Virginia,Newport News,23602,21-10-2015,26-10-2015,Standard Class,Corporate,Furniture,Tables,591.32,4,112.3508,0,South,7573
,CA-2015-100916,FH-14275,OFF-AR-10001022,SANFORD Liquid Accent Tank-Style Highlighters,Frank Hawley,United States,Virginia,Newport News,23602,21-10-2015,26-10-2015,Standard Class,Corporate,Office Supplies,Art,2.84,1,0.8804,0,South,7574
,CA-2015-163223,KH-16690,TEC-PH-10000730,Samsung Galaxy S4 Active,Kristen Hastings,United States,Virginia,Springfield,22153,21-03-2015,25-03-2015,Standard Class,Corporate,Technology,Phones,3499.93,7,909.9818,0,South,7584
,CA-2015-163223,KH-16690,OFF-LA-10004409,Avery 492,Kristen Hastings,United States,Virginia,Springfield,22153,21-03-2015,25-03-2015,Standard Class,Corporate,Office Supplies,Labels,14.4,5,6.624,0,South,7585
,CA-2015-163223,KH-16690,OFF-PA-10000675,Xerox 1919,Kristen Hastings,United States,Virginia,Springfield,22153,21-03-2015,25-03-2015,Standard Class,Corporate,Office Supplies,Paper,122.97,3,60.2553,0,South,7586
,CA-2015-163223,KH-16690,OFF-AR-10001573,American Pencil,Kristen Hastings,United States,Virginia,Springfield,22153,21-03-2015,25-03-2015,Standard Class,Corporate,Office Supplies,Art,9.32,4,2.7028,0,South,7587
,CA-2015-163223,KH-16690,OFF-BI-10001597,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Kristen Hastings,United States,Virginia,Springfield,22153,21-03-2015,25-03-2015,Standard Class,Corporate,Office Supplies,Binders,122.94,3,59.0112,0,South,7588
,CA-2015-148425,RF-19345,OFF-BI-10000201,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",Randy Ferguson,United States,Florida,Orlando,32839,30-11-2015,04-12-2015,Standard Class,Corporate,Office Supplies,Binders,6.642,9,-4.428,0.7,South,7616
,US-2015-115196,DL-12925,TEC-MA-10002073,"3D Systems Cube Printer, 2nd Generation, White",Daniel Lacy,United States,North Carolina,Greenville,27834,09-09-2015,13-09-2015,Standard Class,Consumer,Technology,Machines,1299.99,2,-571.9956,0.5,South,7647
,CA-2015-151967,NB-18580,FUR-FU-10000193,Tenex Chairmats For Use with Hard Floors,Nicole Brennan,United States,Louisiana,Bossier City,71111,22-10-2015,26-10-2015,Standard Class,Corporate,Furniture,Furnishings,129.92,4,10.3936,0,South,7665
,CA-2015-142951,JG-15115,TEC-AC-10002331,"Maxell 74 Minute CDR, 10/Pack",Jack Garza,United States,North Carolina,Charlotte,28205,08-10-2015,08-10-2015,Same Day,Consumer,Technology,Accessories,23.472,3,4.9878,0.2,South,7677
,CA-2015-155390,BG-11035,OFF-PA-10003641,Xerox 1909,Barry Gonzalez,United States,Tennessee,Memphis,38109,06-12-2015,11-12-2015,Standard Class,Consumer,Office Supplies,Paper,42.208,2,13.7176,0.2,South,7761
,CA-2015-158470,AG-10390,OFF-BI-10003638,GBC Durable Plastic Covers,Allen Goldenen,United States,Virginia,Arlington,22204,19-04-2015,23-04-2015,Second Class,Consumer,Office Supplies,Binders,58.05,3,26.703,0,South,7843
,CA-2015-158470,AG-10390,OFF-PA-10001569,Xerox 232,Allen Goldenen,United States,Virginia,Arlington,22204,19-04-2015,23-04-2015,Second Class,Consumer,Office Supplies,Paper,71.28,11,34.2144,0,South,7844
,CA-2015-166051,JK-15625,TEC-PH-10002680,Samsung Galaxy Note 3,Jim Karlsson,United States,Mississippi,Jackson,39212,31-05-2015,05-06-2015,Standard Class,Consumer,Technology,Phones,659.97,3,197.991,0,South,7978
,CA-2015-166051,JK-15625,TEC-PH-10002538,Grandstream GXP1160 VoIP phone,Jim Karlsson,United States,Mississippi,Jackson,39212,31-05-2015,05-06-2015,Standard Class,Consumer,Technology,Phones,113.73,3,32.9817,0,South,7979
,US-2015-143581,BS-11365,OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,Bill Shonely,United States,Georgia,Columbus,31907,19-08-2015,23-08-2015,Standard Class,Corporate,Office Supplies,Storage,344.91,3,10.3473,0,South,8246
,CA-2015-156244,DH-13675,OFF-PA-10000295,Xerox 229,Duane Huffman,United States,Florida,Miami,33180,12-08-2015,16-08-2015,Standard Class,Home Office,Office Supplies,Paper,31.104,6,10.8864,0.2,South,8287
,CA-2015-156244,DH-13675,OFF-AR-10004344,Bulldog Vacuum Base Pencil Sharpener,Duane Huffman,United States,Florida,Miami,33180,12-08-2015,16-08-2015,Standard Class,Home Office,Office Supplies,Art,47.96,5,4.1965,0.2,South,8288
,CA-2015-156244,DH-13675,TEC-AC-10002473,Maxell 4.7GB DVD-R,Duane Huffman,United States,Florida,Miami,33180,12-08-2015,16-08-2015,Standard Class,Home Office,Technology,Accessories,158.928,7,41.7186,0.2,South,8289
,CA-2015-156244,DH-13675,OFF-AP-10002403,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,Duane Huffman,United States,Florida,Miami,33180,12-08-2015,16-08-2015,Standard Class,Home Office,Office Supplies,Appliances,211.248,6,15.8436,0.2,South,8290
,CA-2015-156244,DH-13675,OFF-SU-10000432,Acco Side-Punched Conventional Columnar Pads,Duane Huffman,United States,Florida,Miami,33180,12-08-2015,16-08-2015,Standard Class,Home Office,Office Supplies,Supplies,5.552,2,-1.041,0.2,South,8291
,CA-2015-156244,DH-13675,OFF-LA-10000443,Avery 501,Duane Huffman,United States,Florida,Miami,33180,12-08-2015,16-08-2015,Standard Class,Home Office,Office Supplies,Labels,2.952,1,0.9963,0.2,South,8292
,CA-2015-153087,TC-20980,OFF-PA-10001243,Xerox 1983,Tamara Chand,United States,Alabama,Decatur,35601,27-12-2015,03-01-2016,Standard Class,Corporate,Office Supplies,Paper,23.92,4,11.7208,0,South,8338
,CA-2015-153087,TC-20980,TEC-AC-10003198,Enermax Acrylux Wireless Keyboard,Tamara Chand,United States,Alabama,Decatur,35601,27-12-2015,03-01-2016,Standard Class,Corporate,Technology,Accessories,498,5,184.26,0,South,8339
,CA-2015-161634,CC-12220,OFF-PA-10002262,Xerox 192,Chris Cortes,United States,Virginia,Chesapeake,23320,14-11-2015,20-11-2015,Standard Class,Consumer,Office Supplies,Paper,32.4,5,15.552,0,South,8341
,US-2015-155544,GM-14440,OFF-LA-10004544,Avery 505,Gary McGarr,United States,Tennessee,Knoxville,37918,21-03-2015,25-03-2015,Standard Class,Consumer,Office Supplies,Labels,59.2,5,22.2,0.2,South,8344
,US-2015-155544,GM-14440,FUR-FU-10001473,DAX Wood Document Frame,Gary McGarr,United States,Tennessee,Knoxville,37918,21-03-2015,25-03-2015,Standard Class,Consumer,Furniture,Furnishings,32.952,3,6.5904,0.2,South,8345
,US-2015-155544,GM-14440,FUR-CH-10000422,Global Highback Leather Tilter in Burgundy,Gary McGarr,United States,Tennessee,Knoxville,37918,21-03-2015,25-03-2015,Standard Class,Consumer,Furniture,Chairs,218.376,3,-10.9188,0.2,South,8346
,CA-2015-152254,BD-11620,OFF-PA-10001144,Xerox 1913,Brian DeCherney,United States,North Carolina,Wilmington,28403,30-06-2015,30-06-2015,Same Day,Consumer,Office Supplies,Paper,310.688,7,108.7408,0.2,South,8397
,CA-2015-111934,GD-14590,OFF-BI-10004364,Storex Dura Pro Binders,Giulietta Dortch,United States,Virginia,Arlington,22204,05-05-2015,07-05-2015,First Class,Corporate,Office Supplies,Binders,11.88,2,5.346,0,South,8596
,CA-2015-111934,GD-14590,OFF-PA-10000474,Easy-staple paper,Giulietta Dortch,United States,Virginia,Arlington,22204,05-05-2015,07-05-2015,First Class,Corporate,Office Supplies,Paper,35.44,1,16.6568,0,South,8597
,CA-2015-160094,JM-16195,OFF-AR-10004010,Hunt Boston Vacuum Mount KS Pencil Sharpener,Justin MacKendrick,United States,Kentucky,Louisville,40214,30-04-2015,02-05-2015,First Class,Consumer,Office Supplies,Art,174.95,5,45.487,0,South,8636
,CA-2015-160094,JM-16195,OFF-ST-10000585,Economy Rollaway Files,Justin MacKendrick,United States,Kentucky,Louisville,40214,30-04-2015,02-05-2015,First Class,Consumer,Office Supplies,Storage,826,5,214.76,0,South,8637
,CA-2015-129819,KC-16675,OFF-BI-10004970,"ACCOHIDE 3-Ring Binder, Blue, 1""",Kimberly Carter,United States,Kentucky,Henderson,42420,13-12-2015,15-12-2015,Second Class,Corporate,Office Supplies,Binders,12.39,3,5.8233,0,South,8640
,CA-2015-133634,SR-20740,TEC-AC-10002550,Maxell 4.7GB DVD-RW 3/Pack,Steven Roelle,United States,Virginia,Arlington,22204,05-11-2015,10-11-2015,Standard Class,Home Office,Technology,Accessories,47.79,3,16.2486,0,South,8683
,CA-2015-160276,AH-10690,FUR-FU-10003192,Luxo Adjustable Task Clamp Lamp,Anna HÃ¤berlin,United States,Virginia,Virginia Beach,23464,02-04-2015,08-04-2015,Standard Class,Corporate,Furniture,Furnishings,177.68,2,46.1968,0,South,8920
,CA-2015-130918,JP-15520,OFF-SU-10003936,Acme Serrated Blade Letter Opener,Jeremy Pistek,United States,Florida,North Miami,33161,22-08-2015,24-08-2015,Second Class,Consumer,Office Supplies,Supplies,7.632,3,-1.8126,0.2,South,8941
,CA-2015-156790,VG-21790,FUR-BO-10000468,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Vivek Gonzalez,United States,Florida,Jacksonville,32216,08-08-2015,10-08-2015,Second Class,Consumer,Furniture,Bookcases,155.456,4,-7.7728,0.2,South,8955
,CA-2015-166730,DD-13570,OFF-ST-10002554,Tennsco Industrial Shelving,Dorothy Dickinson,United States,Tennessee,Memphis,38109,30-12-2015,01-01-2016,First Class,Consumer,Office Supplies,Storage,39.128,1,-8.8038,0.2,South,8969
,CA-2015-109043,CS-12355,OFF-PA-10000312,Xerox 1955,Christine Sundaresam,United States,Florida,Hollywood,33021,15-08-2015,17-08-2015,First Class,Consumer,Office Supplies,Paper,91.36,5,29.692,0.2,South,8995
,CA-2015-109043,CS-12355,OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,Christine Sundaresam,United States,Florida,Hollywood,33021,15-08-2015,17-08-2015,First Class,Consumer,Office Supplies,Appliances,152.24,5,17.127,0.2,South,8996
,CA-2015-103807,EM-13825,TEC-AC-10000199,Kingston Digital DataTraveler 8GB USB 2.0,Elizabeth Moffitt,United States,Georgia,Sandy Springs,30328,02-12-2015,09-12-2015,Standard Class,Corporate,Technology,Accessories,5.95,1,0.833,0,South,9002
,CA-2015-103807,EM-13825,OFF-PA-10002195,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",Elizabeth Moffitt,United States,Georgia,Sandy Springs,30328,02-12-2015,09-12-2015,Standard Class,Corporate,Office Supplies,Paper,15.24,3,7.1628,0,South,9003
,CA-2015-100706,LE-16810,TEC-AC-10001314,Case Logic 2.4GHz Wireless Keyboard,Laurel Elliston,United States,Virginia,Springfield,22153,16-12-2015,18-12-2015,Second Class,Consumer,Technology,Accessories,99.98,2,7.9984,0,South,9020
,CA-2015-100706,LE-16810,FUR-FU-10002268,Ultra Door Push Plate,Laurel Elliston,United States,Virginia,Springfield,22153,16-12-2015,18-12-2015,Second Class,Consumer,Furniture,Furnishings,29.46,6,9.7218,0,South,9021
,CA-2015-152268,SC-20095,OFF-BI-10001359,GBC DocuBind TL300 Electric Binding System,Sanjit Chand,United States,Arkansas,Fayetteville,72701,02-09-2015,07-09-2015,Standard Class,Consumer,Office Supplies,Binders,1793.98,2,843.1706,0,South,9034
,CA-2015-114335,XP-21865,FUR-FU-10000277,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Xylona Preis,United States,Florida,Hollywood,33021,28-09-2015,03-10-2015,Standard Class,Consumer,Furniture,Furnishings,337.088,4,16.8544,0.2,South,9042
,CA-2015-136336,DB-13555,OFF-ST-10002574,"SAFCO Commercial Wire Shelving, Black",Dorothy Badders,United States,Kentucky,Henderson,42420,21-04-2015,26-04-2015,Standard Class,Corporate,Office Supplies,Storage,828.84,6,0,0,South,9075
,CA-2015-132010,MA-17995,OFF-EN-10003160,Pastel Pink Envelopes,Michelle Arnett,United States,Virginia,Richmond,23223,13-10-2015,15-10-2015,First Class,Home Office,Office Supplies,Envelopes,36.4,5,17.472,0,South,9111
,CA-2015-132010,MA-17995,TEC-AC-10001542,SanDisk Cruzer 16 GB USB Flash Drive,Michelle Arnett,United States,Virginia,Richmond,23223,13-10-2015,15-10-2015,First Class,Home Office,Technology,Accessories,22.96,2,4.3624,0,South,9112
,CA-2015-132010,MA-17995,OFF-ST-10003641,Space Solutions Industrial Galvanized Steel Shelving.,Michelle Arnett,United States,Virginia,Richmond,23223,13-10-2015,15-10-2015,First Class,Home Office,Office Supplies,Storage,315.2,4,6.304,0,South,9113
,CA-2015-132010,MA-17995,OFF-BI-10002432,Wilson Jones Standard D-Ring Binders,Michelle Arnett,United States,Virginia,Richmond,23223,13-10-2015,15-10-2015,First Class,Home Office,Office Supplies,Binders,15.18,3,7.1346,0,South,9114
,CA-2015-123400,EB-13930,OFF-BI-10000666,Surelock Post Binders,Eric Barreto,United States,Florida,Saint Petersburg,33710,02-02-2015,09-02-2015,Standard Class,Consumer,Office Supplies,Binders,18.336,2,-12.224,0.7,South,9138
,CA-2015-123400,EB-13930,TEC-PH-10002890,AT&T 17929 Lendline Telephone,Eric Barreto,United States,Florida,Saint Petersburg,33710,02-02-2015,09-02-2015,Standard Class,Consumer,Technology,Phones,180.96,5,13.572,0.2,South,9139
,CA-2015-154158,CC-12670,OFF-PA-10001295,Computer Printout Paper with Letter-Trim Perforations,Craig Carreira,United States,Florida,Tampa,33614,23-12-2015,27-12-2015,Second Class,Consumer,Office Supplies,Paper,45.528,3,15.9348,0.2,South,9380
,CA-2015-154158,CC-12670,FUR-CH-10004698,"Padded Folding Chairs, Black, 4/Carton",Craig Carreira,United States,Florida,Tampa,33614,23-12-2015,27-12-2015,Second Class,Consumer,Furniture,Chairs,64.784,1,6.4784,0.2,South,9381
,CA-2015-154158,CC-12670,OFF-ST-10000078,Tennsco 6- and 18-Compartment Lockers,Craig Carreira,United States,Florida,Tampa,33614,23-12-2015,27-12-2015,Second Class,Consumer,Office Supplies,Storage,424.272,2,-10.6068,0.2,South,9382
,CA-2015-154158,CC-12670,OFF-AR-10001868,Prang Dustless Chalk Sticks,Craig Carreira,United States,Florida,Tampa,33614,23-12-2015,27-12-2015,Second Class,Consumer,Office Supplies,Art,1.344,1,0.504,0.2,South,9383
,CA-2015-154158,CC-12670,OFF-ST-10004950,Acco Perma 3000 Stacking Storage Drawers,Craig Carreira,United States,Florida,Tampa,33614,23-12-2015,27-12-2015,Second Class,Consumer,Office Supplies,Storage,83.92,5,-1.049,0.2,South,9384
,CA-2015-148285,RD-19810,OFF-PA-10001166,Xerox 2,Ross DeVincentis,United States,North Carolina,Fayetteville,28314,27-10-2015,01-11-2015,Standard Class,Home Office,Office Supplies,Paper,10.368,2,3.6288,0.2,South,9418
,CA-2015-148285,RD-19810,OFF-PA-10000349,Easy-staple paper,Ross DeVincentis,United States,North Carolina,Fayetteville,28314,27-10-2015,01-11-2015,Standard Class,Home Office,Office Supplies,Paper,11.952,3,4.0338,0.2,South,9419
,CA-2015-100293,NF-18475,OFF-PA-10000176,Xerox 1887,Neil FranzÃ¶sisch,United States,Florida,Jacksonville,32216,14-03-2015,18-03-2015,Standard Class,Home Office,Office Supplies,Paper,91.056,6,31.8696,0.2,South,9515
,CA-2015-130428,TG-21640,FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Trudy Glocke,United States,Florida,Tampa,33614,31-03-2015,31-03-2015,Same Day,Consumer,Furniture,Chairs,1125.488,7,98.4802,0.2,South,9566
,CA-2015-130428,TG-21640,OFF-BI-10001636,Ibico Plastic and Wire Spiral Binding Combs,Trudy Glocke,United States,Florida,Tampa,33614,31-03-2015,31-03-2015,Same Day,Consumer,Office Supplies,Binders,12.645,5,-10.116,0.7,South,9567
,CA-2015-130428,TG-21640,OFF-AR-10004027,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Trudy Glocke,United States,Florida,Tampa,33614,31-03-2015,31-03-2015,Same Day,Consumer,Office Supplies,Art,4.032,2,1.0584,0.2,South,9568
,CA-2015-130155,TD-20995,OFF-SU-10004737,Acme Design Stainless Steel Bent Scissors,Tamara Dahlen,United States,Virginia,Virginia Beach,23464,19-05-2015,22-05-2015,First Class,Consumer,Office Supplies,Supplies,34.2,5,9.234,0,South,9603
,CA-2015-114321,NC-18535,FUR-CH-10001797,"Safco Chair Connectors, 6/Carton",Nick Crebassa,United States,Virginia,Hampton,23666,20-08-2015,25-08-2015,Standard Class,Corporate,Furniture,Chairs,500.24,13,145.0696,0,South,9733
,CA-2015-114321,NC-18535,OFF-PA-10000246,Riverleaf Stik-Withit Designer Note Cubes,Nick Crebassa,United States,Virginia,Hampton,23666,20-08-2015,25-08-2015,Standard Class,Corporate,Office Supplies,Paper,20.12,2,9.2552,0,South,9734
,CA-2015-114321,NC-18535,OFF-BI-10001359,GBC DocuBind TL300 Electric Binding System,Nick Crebassa,United States,Virginia,Hampton,23666,20-08-2015,25-08-2015,Standard Class,Corporate,Office Supplies,Binders,896.99,1,421.5853,0,South,9735
,US-2015-114377,BG-11035,FUR-CH-10004754,"Global Stack Chair with Arms, Black",Barry Gonzalez,United States,Virginia,Hampton,23666,05-11-2015,05-11-2015,Same Day,Consumer,Furniture,Chairs,149.9,5,40.473,0,South,9787
,CA-2015-120950,GA-14515,OFF-PA-10000587,"Array Parchment Paper, Assorted Colors",George Ashbrook,United States,Georgia,Columbus,31907,06-11-2015,11-11-2015,Standard Class,Consumer,Office Supplies,Paper,43.68,6,20.9664,0,South,9857
,CA-2015-153927,LL-16840,OFF-BI-10000138,Acco Translucent Poly Ring Binders,Lauren Leatherbury,United States,Georgia,Woodstock,30188,12-08-2015,13-08-2015,First Class,Consumer,Office Supplies,Binders,14.04,3,6.7392,0,South,9882
,CA-2015-153927,LL-16840,TEC-AC-10000023,"Maxell 74 Minute CD-R Spindle, 50/Pack",Lauren Leatherbury,United States,Georgia,Woodstock,30188,12-08-2015,13-08-2015,First Class,Consumer,Technology,Accessories,272.61,13,98.1396,0,South,9883
,US-2015-157231,RP-19855,OFF-BI-10002852,Ibico Standard Transparent Covers,Roy Phan,United States,Kentucky,Richmond,40475,05-04-2015,09-04-2015,Standard Class,Corporate,Office Supplies,Binders,115.36,7,56.5264,0,South,9912
